Record Number,Section,Page Name,Canonical URL,Page Type,Primary Topic,Secondary Topics,Category,Design Priority,Core Message,Primary Audience,Approved Headline,Alternative Headline,Category Label,Diagram Type,Visual Concept,Avoid List,Proposed Alt Text,Export Filename,Visual Similarity Group,Current Image Filename,Design Status,Notes
104,Blog,Enterprise Security Threats (Archive 2021),https://ambisecure.ambimat.com/blog/archive/enterprise-security-threats/,INDUSTRY ARTICLE,Enterprise access,Phishing-resistant authentication;IoT security;Hardware security keys,Enterprise threat landscape,3,"Every platform an enterprise brings online widens the attack surface, and hardware-rooted identity narrows the one slice of it that credentials control.",CISO,Every New Platform Widens the Surface,Where Hardware Identity Narrows the Surface,BLOG,SYSTEM ARCHITECTURE,"Dominant object: a widening surface ring — a former network perimeter drawn as a broken inner circle, with five entry classes pushed outside it and connected inward: cloud workloads, SaaS access, contractor identities, BYOD endpoints, unmanaged IoT. The relationship is honest scoping rather than a security-blanket claim: a shaded wedge across the ring marks only the identity-controlled portion, and a hardware-rooted credential narrows that wedge while the remainder of the ring stays open — ransomware exfiltration and unsecured-network exposure are not identity problems. Inside hardware: the credential's private key, shown sealed within the small authenticator glyph at the wedge's base. Externally communicated: signed assertions only. Labels allowed: cloud, SaaS, contractor, BYOD, IoT, identity-controlled. Must not imply the ring closes.","Do not draw hardware-rooted identity as sealing the whole perimeter — it narrows the credential wedge only, and the page's ransomware and unsecured-network threats sit outside it; Do not name or depict Microsoft Teams or Zoom product UI, which the 2021 body cites; Do not frame this as a pandemic/remote-work moment with home-office imagery — the point is structural, not situational; Do not show an SMS OTP or push approval as the mitigation for the phishing entry class","The enterprise attack surface widening across cloud, SaaS, contractor, BYOD and IoT entry points, and the credential-controlled wedge hardware-rooted identity narrows.",ambisecure-blog-archive-enterprise-security-threats-1200x630.png,VSG-ENTERPRISE-ACCESS,blog-archive.png,Not started,"P3: generic 2021 threat overview with pandemic-era framing and no AmbiSecure-specific technical content; the most consolidatable page in the batch alongside the India series, and the archive's own 2026 box concedes the picture has moved on. VSG-ENTERPRISE-ACCESS variation: attack-surface ring — dominant object differs from rec 99's two-plane login spine. Human review: the temptation to imply hardware keys fix the whole surface is the main risk here."
105,Blog,What is Passwordless Authentication? (Archive 2021),https://ambisecure.ambimat.com/blog/archive/what-is-passwordless-authentication/,STANDARDS EXPLAINER,Passwordless authentication,FIDO2;WebAuthn;Hardware security keys,FIDO & WebAuthn,2,Passwordless does not mean no factor — it means the factor stops being a user-supplied shared secret and becomes a hardware-bound credential the user never has to transmit.,Security architect,The Factor Stops Being a Shared Secret,Only the Public Key Leaves,SECURITY EXPLAINER,PROTOCOL FLOW,"Dominant object: the FIDO2 registration moment drawn as a keypair splitting at the authenticator — one half stays behind a sealed boundary, the other half travels. Left of the boundary: user verification (fingerprint or PIN) unlocking the authenticator locally, drawn as a local loop that never crosses. Crossing the boundary: only the public key and the attestation-signed response, riding CTAP to the client and the WebAuthn API to the relying party, which stores the public key alone. Five nodes: user verification, AmbiSecure authenticator, CTAP link, browser/WebAuthn API, relying party. Inside hardware: private key and biometric template, both drawn stopped at the boundary with a visible terminator. Labels allowed: FIDO2, WebAuthn, CTAP, public key, private key (inside only), user verification. Must not imply the relying party ever receives anything secret.","Do not show the private key or the biometric template crossing the authenticator boundary — user verification is local and the template never travels; Do not draw magic links, emailed tokens or SMS tokens as equivalents to FIDO2 — the 2021 body lists them as passwordless, but they are shared secrets in transit and are not phishing-resistant; Do not conflate synced passkeys with the hardware authenticator shown — this page predates passkeys entirely; Do not restate the body's 'only phishing-proof factor available' claim","How FIDO2 registration keeps the private key sealed inside the authenticator while only a public key reaches the relying party, retiring the stored shared secret.",ambisecure-blog-archive-what-is-passwordless-authentication-1200x630.png,VSG-FIDO-CEREMONY,blog-archive.png,Not started,"Promoted to P2: the strongest evergreen in the batch — a passwordless primer with durable search value, and the keypair-split visual stays correct regardless of the 2021 copy. Consolidation flag: this page carries an explicit 'Read the current article' CTA to modern passwordless coverage, which should own the P1-grade image; keep this one clearly subordinate and standards-focused, not product-led. Human review: the body's inclusion of magic links and SMS tokens under 'passwordless' is technically true but misleading by current positioning — the avoid_list handles it."
106,Blog,Is Passwordless the future? (Archive 2021),https://ambisecure.ambimat.com/blog/archive/is-passwordless-the-future/,THOUGHT LEADERSHIP,Passwordless authentication,FIDO2;Hardware security keys,FIDO & WebAuthn,3,Passwordless is not a feature label but a different architecture — verifying a hardware-bound credential by public-key cryptography instead of comparing a submitted secret against a stored hash.,Security architect,"Passwordless Is an Architecture, Not a Feature",From Stored Hash to Hardware-Bound Key,BLOG,SYSTEM ARCHITECTURE,"Dominant object: two server-side boxes set side by side, and the contrast is what each box is worth stealing. Left box: a credential store holding password hashes — every record is a target, and a dashed exfiltration arrow leaves it. Right box: a relying-party record holding only a public key — the same exfiltration arrow leaves it and is drawn terminating in nothing, because a public key is not a secret. Five nodes: user, client, credential store (hashes), relying-party record (public keys), authenticator holding the private key sealed at the far right. Inside hardware: the private key, which is the reason the right-hand box has nothing to lose. Externally communicated: a signature over a challenge, never a secret. Labels allowed: stored hash, public key, signature, private key (inside only). Must not pose passwordless as an open question — the architecture is deployed, and the image must not date itself the way the 2021 headline does.","Do not restate the body's 'only phishing-proof factor available' claim — FIDO2 is phishing-resistant and is not the only such factor; PIV certificates qualify; Do not frame the image as an unresolved question with question marks or a fork in the road — the page's own 2026 box answers it 'yes'; Do not place the private key, a biometric template, or any secret inside either server box; Do not depict a synced passkey and a hardware key as interchangeable — the 2021 body predates passkeys and never distinguishes them","Architectural contrast between a server holding password hashes worth stealing and one holding only a public key, the shift AmbiSecure's FIDO2 hardware makes possible.",ambisecure-blog-archive-is-passwordless-the-future-1200x630.png,VSG-COMPARISON-MATRIX,blog-archive.png,Not started,"P3 and the batch's clearest dated-outlook risk: the title asks a question the market has answered. Body corrected 2026-07-17 — the 'only phishing-proof factor' line now reads as phishing-resistant with the origin-binding mechanism named — but the 'passwords cannot be eliminated entirely' hedge remains 2021 framing, so the brief still reframes to the durable architectural claim rather than the hedge. Overlaps heavily with rec 105 — consolidation candidate; the page also links out to modern 'Passkeys vs traditional MFA' coverage. VSG-COMPARISON-MATRIX variation: server-side architecture contrast, vs rec 98's factor-vs-attack grid."
107,Blog,SMS-Based OTP Disadvantages (Archive 2021),https://ambisecure.ambimat.com/blog/archive/sms-otp-disadvantages/,SECURITY ANALYSIS,Telecom authentication,Phishing-resistant authentication;SIM/eSIM;Hardware security keys,MFA & threat analysis,2,"SMS-based OTP inherits the telecom network's trust assumptions, which is why SIM swap, SS7 interception and OTP relay have made it indefensible as a second factor.",Fintech security team,SMS OTP Inherits the Telecom Threat Model,"SIM Swap, SS7, and OTP Relay",SECURITY EXPLAINER,PROTOCOL FLOW,"Dominant object: the OTP's delivery path drawn as one long horizontal line from relying party to human — and the point is its length, because every hop is someone else's trust boundary. Five nodes along it: relying party, SMS gateway, carrier subscriber record, SS7/transit, handset. Three tap marks hang off the line where the page places them: a fraudulent re-issue at the carrier's subscriber record (SIM swap), interception in transit (SS7, plain text), and a relay at the far end where the user retypes the code into a phishing page. Beneath it, a deliberately short second line: challenge to AmbiSecure authenticator and back, origin-bound, never entering the telecom path at all. The visual argument is path length and custody, not cryptographic strength. Labels allowed: SMS gateway, SS7, SIM swap, relay, origin-bound. Must not imply the short path is merely a faster version of the long one.","Do not depict SIM swap as physical theft or cloning of a SIM card — it is a fraudulent re-issue against the operator's subscriber record; Do not show the OTP as an encrypted payload — the page's whole point is that SMS transits as plain text; Do not present SMS OTP as universally abolished — the page's 2026 box notes it survives as a consumer recovery method; Do not repeat the body's 'only phishing-proof factor available' claim; Do not show the AmbiSecure key drawing a network or battery connection — it needs neither, which is the contrast with a handset that needs both","The SMS one-time-password delivery path with its SIM-swap, SS7 and relay tap points, set against a FIDO2 exchange that never touches the telecom network.",ambisecure-blog-archive-sms-otp-disadvantages-1200x630.png,VSG-THREAT-LANDSCAPE,blog-archive.png,Not started,"Promoted to P2 — the most durable and most shareable archive piece here: SIM swap and SS7 are still live arguments, the page's regulatory context (NIST SP 800-63-4 dropping SMS for AAL2+, OMB M-22-09) has strengthened rather than dated the thesis, and SMS-OTP remains the default second factor across Indian banking and telco, which is AmbiSecure's home market. Note it does carry a 'Read the current take' CTA to the OTP/SMS timeline, so keep the image analytic rather than product-led. VSG-THREAT-LANDSCAPE variation: linear delivery path with tap points — distinct from the India series' ledgers and exposure rows."
109,Blog,How Chip-Based ePassports Work (Archive 2021),https://ambisecure.ambimat.com/blog/archive/how-chip-based-epassports-work/,TECHNICAL ARTICLE,Government identity,Smart cards;Secure Elements;PKI,ePassport & border control,2,"A chip-based ePassport works because a tamper-resistant secure element runs ICAO 9303 applets bound to a national PKI, exposing a small set of access-controlled read protocols and never revealing private keys.",Government programme,Inside the ePassport Trust Chain,The Chip Opens Only After PACE,TECHNICAL ARTICLE,TRUST CHAIN,"Dominant object: the contactless inlay inside the passport cover — antenna loop plus secure element — drawn as a cutaway at the centre, with two distinct axes meeting on it. Vertical axis above (the trust chain): CSCA national root signs the Document Signer Certificate, which signs the SOD, which in turn covers the LDS data groups on the chip; the PKD sits beside the DSC as the distribution point. Horizontal axis below (the read path): an inspection system establishes a PACE-protected channel before any data group can be read, and only then does DG1 (MRZ data) and DG2 (facial image) come out. Five nodes: CSCA, DSC/PKD, SOD over LDS, secure element, inspection system. Inside hardware: the Active Authentication private key, drawn sealed with no read path — the chip proves it is genuine without ever emitting it. Externally: only signed, access-controlled data groups. Labels allowed: ICAO 9303, CSCA, DSC, PKD, SOD, DG1, DG2, PACE, ISO/IEC 14443.","Do not show BAC as a current access-control mechanism unless marked superseded — PACE has replaced it, per the page's own 2026 note; Do not draw a contact pad or contact plate on the passport inlay — the ePassport chip is contactless ISO/IEC 14443 only; Do not show DG3 fingerprint data as freely readable alongside DG1 and DG2 — it requires Extended Access Control with terminal authentication; Do not show the Active Authentication private key being read out, exported, or held by the inspection system; Do not depict raw biometric templates on the chip — the page states a digital image (JPEG/JPEG2000) is what is stored","The contactless inlay inside a biometric passport, with the ICAO 9303 signing chain above it and the PACE-protected read path an inspection system must complete first.",ambisecure-blog-archive-how-chip-based-epassports-work-1200x630.png,VSG-EPASSPORT,blog-archive.png,Not started,"Promoted to P2: the most technically durable page in the batch and commercially live — AmbiSecure ships an ePassport platform, and the CSCA/DSC/SOD chain plus PACE has not dated. VSG COLLISION FLAG: rec 110 (epassport-applications, batch 18) shares VSG-EPASSPORT — this brief is deliberately the protocol-and-trust-chain cutaway, so 110 must take the border-control/application-surface angle instead; worth a human check that the two do not converge. Body-accuracy flag: the 2021 copy's '30 international visits with 64 kilobytes memory' and 'Malaysia first in 1998 / 120 countries by 2017' figures are dated and must not appear in the image."
110,Blog,ePassport and Its Application (Archive 2021),https://ambisecure.ambimat.com/blog/archive/epassport-applications/,INDUSTRY ARTICLE,Government identity,Biometric authentication; Smart cards; Secure Elements,Government identity,2,"The value of an ePassport is realised at the application surface — airline check-in, advance passenger information, and the border gate — not just in the chip.",Government programme,Where ePassport Chips Meet the Border,The Four-Way Check Behind Border Control,TECHNICAL ARTICLE,SYSTEM ARCHITECTURE,"Dominant object: a border-control lane read left to right, with the ICAO 9303 ePassport booklet and its contactless chip as the anchor at the left. Five nodes only: (1) ePassport with secure element, (2) airline check-in reader authenticating the document, (3) the Advance Passenger Information message travelling airline→border authority ahead of the flight, (4) the eGate / inspection reader performing the live biometric comparison, (5) the border officer's fraudulent-document and watchlist check. Inside hardware: the enrolled biometric template and the chip's signing keys — only a read result and a match/no-match verdict cross the boundary. External comms: the contactless ISO/IEC 14443 read at each reader, and the API passenger manifest, which carries passenger list data and not chip contents. Labels allowed: ""ePassport"", ""Check-in"", ""API"", ""eGate"", ""Border authority"". Variation within VSG-EPASSPORT: this is the stakeholder/application surface across the journey — deliberately NOT the CSCA→DSC→SOD trust chain or PACE read path, which the companion how-chip-based-epassports-work image owns.","Do not show biometric templates or private keys leaving the ePassport chip — only a match verdict crosses out; Do not draw a contact interface or insert slot — ICAO 9303 ePassports are read over contactless ISO/IEC 14443; Do not depict the CSCA/DSC/SOD trust chain or PACE handshake — that angle belongs to the companion how-chip-based-epassports-work image; Do not imply a single global biometric database — API is an airline-to-authority passenger manifest, not chip data replication; Do not imply AmbiSecure operates a border system or acts as an issuing authority","Border-control lane tracing an ICAO 9303 ePassport from airline check-in to eGate, showing why the biometric template stays inside the chip's secure element.",ambisecure-blog-archive-epassport-applications-1200x630.png,VSG-EPASSPORT,blog-archive.png,Not started,"Promoted from P3: ePassport application architecture is durable and maps directly to AmbiSecure's government-identity and personalisation lines. Coordinated with rec 109 — that image takes the protocol/trust-chain cutaway, this one takes the border-control application surface, so the shared VSG-EPASSPORT does not converge. Body's 'one/two/three/four-way check' ladder is the alt_headline hook and is accurate to the copy."
111,Blog,Introduction to Java Card (Archive 2020),https://ambisecure.ambimat.com/blog/archive/introduction-to-java-card/,TECHNICAL ARTICLE,JavaCard,Smart cards; Secure Elements; Provisioning,Smart-card engineering,2,"JavaCard is the runtime that makes a smart card programmable, letting isolated applets co-reside on one chip and load post-issuance under the issuer's keys.",JavaCard developer,"JavaCard: One Chip, Many Applets",Why Smart Cards Became Programmable,TECHNICAL ARTICLE,SYSTEM ARCHITECTURE,"Dominant object: a cutaway of a single smart-card chip, sliced to expose the JavaCard runtime as a horizontal layer with applets seated above it. Five nodes only: (1) the JavaCard VM / runtime, (2) the applet firewall drawn as a hard vertical partition between applet contexts, (3) three co-resident applets — FIDO, PIV, ePassport — each in its own walled context, (4) the ISO/IEC 7816-4 APDU command–response channel at the chip edge, the applet's only conversation with the outside world, (5) the authenticated post-issuance load channel entering under the issuer's keys rather than the chip vendor's. Inside hardware: applet bytecode, per-applet keys, and the VM — none of it exportable. External comms: APDU command/response pairs and the authenticated applet load only. Labels allowed: ""JavaCard VM"", ""Applet firewall"", ""FIDO"", ""PIV"", ""ePassport"", ""APDU"". Variation within VSG-SE-ARCHITECTURE: the dominant object is the runtime-and-firewall layering, not a key hierarchy or provisioning line.",Do not show applets sharing memory or reading across the applet firewall — isolation between contexts is the whole point; Do not draw JavaCard as a desktop JVM or full Java SE stack — it is a constrained subset for small-memory devices; Do not show applet keys or bytecode leaving the chip — post-issuance load is inbound and authenticated under issuer keys; Do not foreground DES/3DES from the 2020 body as a current recommendation — AES/ECC with GlobalPlatform SCP03 is the modern baseline; Do not imply AmbiSecure certifies the JavaCard platform itself,"Chip cutaway of the JavaCard runtime and applet firewall, showing how AmbiSecure keeps co-resident FIDO, PIV and ePassport applets isolated on a single die.",ambisecure-blog-archive-introduction-to-java-card-1200x630.png,VSG-SE-ARCHITECTURE,blog-archive.png,Not started,Promoted from P3: JavaCard is a live AmbiSecure product line (/products/javacard-applets) and the multi-applet co-residency story is durable and shareable. Body cites DES/3DES as supported crypto — accurate to 2020 but must not be visually promoted as current; the page's own 2026 sidebar names JavaCard 3.x + GlobalPlatform 2.3.1 (SCP03) as the baseline.
112,Blog,Fast Identity Online (FIDO) (Archive 2020),https://ambisecure.ambimat.com/blog/archive/fast-identity-online/,STANDARDS EXPLAINER,FIDO2,Hardware security keys; Passwordless authentication; Phishing-resistant authentication,FIDO & WebAuthn,2,"FIDO removes the shared secret from the centre of authentication, binding credentials to hardware that signs challenges so there is nothing useful left to phish.",IAM leader,FIDO Replaced the Shared Secret,From U2F to Username-less Login,SECURITY EXPLAINER,IDENTITY FLOW,"Dominant object: a split panel. Left, the legacy shared-secret store — a central database of passwords and OTP seeds — drawn as the single phishable target every legacy system inherits. Right, a hardware authenticator answering a challenge. Five nodes only: (1) the central shared-secret store as the old model, (2) the hardware authenticator holding the private key, (3) the origin-bound challenge arriving from the relying party, (4) the signature returned across the boundary, (5) per-service unique key pairs fanning out to three relying parties with no linkage between them. Inside hardware: the private key, which never crosses the line under any circumstance. External comms: only the challenge in and the signature plus public key out. Labels allowed: ""Shared secret"", ""Challenge"", ""Signature"", ""Public key"", ""Origin-bound"". Variation within VSG-FIDO-CEREMONY: the dominant contrast is old-model secret store versus signing authenticator, not a registration/authentication ceremony sequence.","Do not show the private key leaving the authenticator — only the signature and public key cross the boundary; Do not label FIDO ""phishing-proof"" — origin binding makes it phishing-RESISTANT, and the on-image wording must say so; Do not depict FIDO as encrypting a payload — the ceremony is a challenge signature, despite the 2020 body's loose ""public-key encryption"" phrasing; Do not draw synced passkeys or cloud credential backup — this page's model is hardware-bound, and multi-device registration is not credential sync; Do not caption the authenticator ""AmbiSecure Key"" — that legacy name appears in the body but the shipping line is OnePass USB Key / OnePass Card / BioKey","Split diagram contrasting a phishable central secret store with an AmbiSecure authenticator signing an origin-bound challenge, private key never leaving.",ambisecure-blog-archive-fast-identity-online-1200x630.png,VSG-FIDO-CEREMONY,blog-archive.png,Not started,"Promoted from P3: FIDO fundamentals are durable and this is the highest-share-potential page in the batch. Two legacy-copy hazards flagged into avoid_list — the body says ""public-key encryption"" (should be signatures) and names ""AmbiSecure Key"", which is not current product naming. Body also uses ""FIDO Resident Credentials""; modern term is discoverable credentials — prefer the alt_headline's ""username-less"" phrasing over either. Body does not claim phishing-proof, but the blanket coordination check applies to on-image wording."
113,Blog,EMV Certification in Public Transport (Archive 2020),https://ambisecure.ambimat.com/blog/archive/emv-certification-in-public-transport/,STANDARDS EXPLAINER,Transit security,Smart cards; NFC,Transit payments,2,"EMV in transit is not one certification — scope depends on the acceptance model, and different bodies own different levels of the stack.",Transit-system architect,EMV Certification Is Not One Test,Who Certifies What in EMV Transit,TECHNICAL ARTICLE,LIFECYCLE,"Dominant object: a three-rung certification ladder climbing from silicon to revenue service, with an ownership bracket running alongside it. Five nodes only: (1) Level 1 — the physical terminal, contactless interface, logic and transmission, (2) Level 2 — the payment kernel software, (3) Level 3 — each card brand tested against the whole processing solution, (4) the EMVCo bracket spanning ONLY rungs 1 and 2, (5) the acquirer / scheme bracket owning rung 3, with terminal vendor and transit authority shown as the parties who carry the work. A prototype→revenue-service arrow runs beneath the ladder, undated. Inside hardware: the kernel and terminal keys under test at L1/L2. External: the scheme-side acceptance testing at L3. Labels allowed: ""Level 1"", ""Level 2"", ""Level 3"", ""EMVCo"", ""Acquirer / scheme"". Variation within VSG-TRANSIT: this is a certification-authority ladder — the only page in the transit group with no regional map, card, or validator as its dominant object.","Do not show EMVCo certifying Level 3 — EMVCo manages the specifications and certifies Levels 1 and 2 only, and Level 3 is acquirer/scheme-run; Do not present EMV transit as a single certification — the page's core claim is that scope depends on acceptance model, schemes accepted, and where the merchant boundary sits; Do not print ""EMV 4.2"" or any version number as current — the 2020 body's version claim is stale; Do not draw a contact chip-insert slot on the transit terminal — transit acceptance is contactless; Do not imply AmbiSecure holds, issues, or grants any EMV certification","Certification ladder splitting EMV Level 1 hardware, Level 2 kernel and Level 3 brand testing, with the body that owns each rung in a transit rollout.",ambisecure-blog-archive-emv-certification-in-public-transport-1200x630.png,VSG-TRANSIT,blog-archive.png,Not started,"Promoted from P3: the L1/L2/L3 ownership split is a durable reference transit architects still get wrong, and the page's own 2026 sidebar confirms the certification questions remain relevant. Stale-fact hazard flagged: body states ""current version is 4.2 from 2008"" — keep all version numbers off the image."
114,Blog,Workplace Biometrics,https://ambisecure.ambimat.com/blog/archive/workplace-biometrics/,INDUSTRY ARTICLE,Biometric authentication,Enterprise access; Passwordless authentication; Secure Elements,Workplace biometrics,3,Workplace biometrics work because they layer onto existing authentication — the real question is which modality fits which surface and how templates are managed.,IAM leader,"Biometrics Layer On, They Don't Replace",Which Modality for Which Workplace Surface,BLOG,SYSTEM ARCHITECTURE,"Dominant object: three workplace surfaces in a row, each paired with the modality that actually fits it, sitting on top of an existing authentication layer that stays intact. Five nodes only: (1) physical door / access pad — card plus fingerprint, (2) workstation login — fingerprint on the card, (3) time-and-attendance terminal — contactless palm, (4) the existing MFA / FIDO factor drawn as the foundation beneath all three, visibly added to rather than removed, (5) the secure element on the credential where the enrolled template lives and the comparison happens. Inside hardware: the template and the match, both on the card. External comms: a match / no-match verdict to the door controller or workstation — nothing else leaves. Labels allowed: ""Door"", ""Workstation"", ""Time & attendance"", ""Match on card"", ""Match / no match"". Variation within VSG-BIOMETRIC-MATCH: this is a surface-to-modality mapping across enterprise touchpoints; the companion consumer-biometrics image owns the template lifecycle and the match-on-device/server split.","Do not show biometrics replacing MFA, passwords, or FIDO — the page's claim is that they layer onto existing authentication; Do not draw a central template database or cloud biometric store — match-on-card / match-on-device is the pattern OnePass Bio Card and BioKey ship; Do not show a raw fingerprint, face, or palm image travelling to a reader or server — only a match verdict leaves the card; Do not put the 2020 COVID ""new normal"" framing or the body's dated statistics on the image; Do not imply a biometric is a secret that can be rotated or revoked like a password","Workplace surfaces mapped to biometric modalities — door, workstation, time-and-attendance — with matching staying on the AmbiSecure card's secure element.",ambisecure-blog-archive-workplace-biometrics-1200x630.png,VSG-BIOMETRIC-MATCH,blog-archive.png,Not started,"Held at P3: the 2020 COVID ""new normal"" framing and its statistics (54% phishing rise, Microsoft's $12M month, 99% password reuse) date the piece badly, and the durable architectural content is carried better by rec 115. Consolidation candidate with rec 115 — the two overlap heavily on match-on-device; if merged, keep 115's template-lifecycle spine and fold this page's surface mapping in as a section. VSG-BIOMETRIC-MATCH coined for this pair; no listed VSG covers biometric template handling."
115,Blog,Consumer Biometrics & Privacy (Archive 2020),https://ambisecure.ambimat.com/blog/archive/consumer-biometrics-and-privacy/,TECHNICAL ARTICLE,Biometric authentication,Secure Elements; Smart cards,Biometrics & privacy,2,Biometric privacy is an architecture decision — an irreversible template matched on the device keeps the exposure that a central template store creates.,Security architect,The Template Never Leaves the Device,Biometric Privacy Is an Architecture Choice,SECURITY EXPLAINER,COMPARISON,"Dominant object: a two-column comparison — match-on-device against match-on-server — sharing one template-lifecycle strip that forks partway across. Five nodes only: (1) capture at the sensor, (2) extraction into an irreversible binary template, drawn as structured binary and explicitly not as a stored image, (3a) the device column, where the comparison happens inside the secure element and only a verdict emerges, (3b) the server column, where the template is shipped to a central store — the fork that creates the exposure, (4) the result returning to the application in both columns, identical in output, (5) a GDPR / BIPA regime bracket sitting over the server column where the regulatory weight actually lands. Inside hardware: template plus comparison, device column only. External comms: match/no-match on the left; the template itself on the right. Labels allowed: ""Capture"", ""Template"", ""Match on device"", ""Match on server"", ""Secure element"". Variation within VSG-BIOMETRIC-MATCH: the dominant object is the forking lifecycle, not the enterprise surface map of the companion workplace-biometrics image.","Do not draw the stored template as a fingerprint or face image — templates are binary and cannot be reverse-engineered to the original biometric; Do not render match-on-server as equivalent to match-on-device — the identical output is the point, and the privacy exposure is what differs; Do not conflate a TEE with a secure element — the 2020 body cites TEE, but AmbiSecure's own pattern is the SE, and the two are distinct trust boundaries; Do not show GDPR or BIPA as endorsing or certifying any AmbiSecure product — they are constraints, not credentials; Do not reuse the enterprise door/workstation surface map from the companion workplace-biometrics image","Two-column comparison of match-on-device against match-on-server, tracing an irreversible template to the secure element where AmbiSecure keeps the comparison.",ambisecure-blog-archive-consumer-biometrics-and-privacy-1200x630.png,VSG-BIOMETRIC-MATCH,blog-archive.png,Not started,"Promoted from P3: the match-on-device architecture and irreversible-template argument are genuinely durable — the page's own 2026 sidebar confirms on-device matching has since become the default, which makes this the archive's most defensible biometric piece. TEE/SE distinction flagged into avoid_list: the body says TEE, AmbiSecure ships SE. Consolidation candidate with rec 114 — this page should be the survivor if the pair is merged."
116,Blog,Securing your IIoT infrastructure (Archive 2020),https://ambisecure.ambimat.com/blog/archive/securing-iiot-infrastructure/,SECURITY ANALYSIS,IoT security,Embedded security; Device identity; Secure Elements,Industrial IoT security,3,Industrial control systems need protection placed inside the controller — embedded cryptography and signed commands — because IT-shaped security stops at the OT boundary.,Device-security architect,Put the Protection Inside the PLC,Where ICS Trust Actually Breaks,SECURITY EXPLAINER,SYSTEM ARCHITECTURE,"Dominant object: a PLC cabinet on a factory line, cut open so the defence layers read as concentric rather than perimeter-shaped. Five nodes only: (1) the PLC itself with an embedded crypto core holding the device key, drawn as the innermost and last line, (2) the control network segment carrying commands to the line, (3) the SCADA / HMI supervisory layer, (4) the enterprise IT boundary, drawn as the point where conventional tooling stops being sufficient rather than as a wall that holds, (5) three threat arrows entering at different depths — malware injection, forged command, configuration change — showing that outer layers do not catch all of them. Inside hardware: the device key and the signing operation, never exported. External comms: signed commands and telemetry crossing the control network. Labels allowed: ""PLC"", ""Control network"", ""SCADA / HMI"", ""IT boundary"", ""Signed command"". Variation within VSG-IOT-DEVICE: an OT cabinet cutaway with depth-ordered layers — no device fleet, no threat grid.",Do not draw a PLC directly exposed to the public internet as though that were normal design; Do not show enterprise IT security tooling dropped unchanged into the OT segment — the page argues explicitly that traditional IT approaches are inadequate for industrial environments; Do not show the device private key leaving the embedded crypto core; Do not imply AmbiSecure supplies a full ICS or SCADA platform — the scope is hardware-rooted device identity inside the controller; Do not label any layer as certified to IEC 62443 or similar — no certification is claimed anywhere on the page,"Cutaway of a PLC cabinet layering control network out to the IT boundary, showing why AmbiSecure puts device keys in embedded crypto inside the controller.",ambisecure-blog-archive-securing-iiot-infrastructure-1200x630.png,VSG-IOT-DEVICE,blog-archive.png,Not started,"Held at P3: the ICS threat list is generic 2020 survey material and the page overlaps the two IoT-challenges parts without adding a distinct argument. The one durable line — ""put the highest level of protection inside the ICS"" — is what the visual is built on. Consolidation candidate with recs 120/121 as a single IoT-security piece."
